Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2151",,,"PATRIC.313590.8.CP009301.CDS.2379076.2381373.rev","PATRIC","CDS",2379076,2381373,2298,"-",,"PLF_326319_00000817","PGF_08225224",,765,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2152",,,"PATRIC.313590.8.CP009301.CDS.2381380.2383599.rev","PATRIC","CDS",2381380,2383599,2220,"-","FIG00638284","PLF_326319_00001889","PGF_08225224",,739,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2153",,,"PATRIC.313590.8.CP009301.CDS.2383599.2385902.rev","PATRIC","CDS",2383599,2385902,2304,"-","FIG01262677","PLF_326319_00001085","PGF_05975704",,767,,"Alginate lyase precursor (EC 4.2.2.3)","GO:0045135|poly(beta-D-mannuronate) lyase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2154",,,"PATRIC.313590.8.CP009301.CDS.2385949.2386914.rev","PATRIC","CDS",2385949,2386914,966,"-","FIG00135154","PLF_326319_00002357","PGF_00039531",,321,,"Alginate lyase (EC 4.2.2.3)","GO:0045135|poly(beta-D-mannuronate) lyase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2155",,,"PATRIC.313590.8.CP009301.CDS.2387190.2387498.fwd","PATRIC","CDS",2387190,2387498,309,"+",,"PLF_326319_00003173","PGF_05941340",,102,,"Arsenical resistance operon repressor",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.212",,,"PATRIC.313590.8.CP009301.CDS.238750.239736.fwd","PATRIC","CDS",238750,239736,987,"+","FIG00058830","PLF_326319_00000192","PGF_07421229",,328,,"6-phosphofructokinase (EC 2.7.1.11)","GO:0003872|6-phosphofructokinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2156",,,"PATRIC.313590.8.CP009301.CDS.2387547.2388014.fwd","PATRIC","CDS",2387547,2388014,468,"+","FIG00638284","PLF_326319_00002178","PGF_01772942",,155,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2157",,,"PATRIC.313590.8.CP009301.CDS.2388038.2388670.fwd","PATRIC","CDS",2388038,2388670,633,"+","FIG00000770","PLF_326319_00001093","PGF_08097283",,210,,"Arsenate reductase (EC 1.20.4.4) thioredoxin-coupled, LMWP family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2158",,,"PATRIC.313590.8.CP009301.CDS.2388760.2389323.rev","PATRIC","CDS",2388760,2389323,564,"-","FIG00638284","PLF_326319_00001890","PGF_00343219",,187,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2159",,,"PATRIC.313590.8.CP009301.CDS.2389379.2390242.rev","PATRIC","CDS",2389379,2390242,864,"-","FIG00638284","PLF_326319_00001678","PGF_08225224",,287,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2160",,,"PATRIC.313590.8.CP009301.CDS.2390393.2391040.rev","PATRIC","CDS",2390393,2391040,648,"-",,"PLF_326319_00004323","PGF_08090639",,215,,"Cytochrome oxidase biogenesis protein Sco1/SenC/PrrC, thiol-disulfide reductase involved in Cu(I) insertion into CoxII Cu(A) center",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2161",,,"PATRIC.313590.8.CP009301.CDS.2391027.2391449.rev","PATRIC","CDS",2391027,2391449,423,"-","FIG01385661","PLF_326319_00002421","PGF_02194874",,140,,"Hypothetical exported 24-amino acid repeat protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2162",,,"PATRIC.313590.8.CP009301.CDS.2391619.2392470.rev","PATRIC","CDS",2391619,2392470,852,"-","FIG00638284","PLF_326319_00001891","PGF_08225224",,283,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2163",,,"PATRIC.313590.8.CP009301.CDS.2392689.2392985.rev","PATRIC","CDS",2392689,2392985,297,"-","FIG00638284","PLF_326319_00002238","PGF_08225224",,98,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2164",,,"PATRIC.313590.8.CP009301.CDS.2393177.2394190.fwd","PATRIC","CDS",2393177,2394190,1014,"+","FIG00897642","PLF_326319_00002622","PGF_00789743",,337,,"putative two-component system sensor protein, without kinase domain",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2165",,,"PATRIC.313590.8.CP009301.CDS.2394187.2394867.fwd","PATRIC","CDS",2394187,2394867,681,"+","FIG00003808","PLF_326319_00001566","PGF_09666309",,226,,"Two-component transcriptional response regulator, LuxR family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2166",,,"PATRIC.313590.8.CP009301.CDS.2394921.2395403.fwd","PATRIC","CDS",2394921,2395403,483,"+","FIG00638284","PLF_326319_00002472","PGF_06121807",,160,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2167",,,"PATRIC.313590.8.CP009301.CDS.2395427.2396365.rev","PATRIC","CDS",2395427,2396365,939,"-","FIG00001653","PLF_326319_00000113","PGF_07085092",,312,,"Fructokinase (EC 2.7.1.4)","GO:0008865|fructokinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2168",,,"PATRIC.313590.8.CP009301.CDS.2396358.2397704.rev","PATRIC","CDS",2396358,2397704,1347,"-","FIG00106273","PLF_326319_00001417","PGF_00054573",,448,,"Sucrose permease",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.213",,,"PATRIC.313590.8.CP009301.CDS.239752.240753.fwd","PATRIC","CDS",239752,240753,1002,"+","FIG00132586","PLF_326319_00000649","PGF_00024478",,333,,"NAD-dependent glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)","GO:0004365|glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2169",,,"PATRIC.313590.8.CP009301.CDS.2397743.2399287.rev","PATRIC","CDS",2397743,2399287,1545,"-","FIG00010392","PLF_326319_00000404","PGF_02468971",,514,,"Levanase (EC 3.2.1.65)","GO:0031219|levanase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2170",,,"PATRIC.313590.8.CP009301.CDS.2399494.2400534.fwd","PATRIC","CDS",2399494,2400534,1041,"+","FIG01379100","PLF_326319_00001522","PGF_10405876",,346,,"Transcriptional regulator, LacI/PurR family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2171",,,"PATRIC.313590.8.CP009301.CDS.2400596.2401273.fwd","PATRIC","CDS",2400596,2401273,678,"+","FIG00796613","PLF_326319_00001226","PGF_06863675",,225,,"Beta-phosphoglucomutase (EC 5.4.2.6)","GO:0008801|beta-phosphoglucomutase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2172",,,"PATRIC.313590.8.CP009301.CDS.2401336.2403630.fwd","PATRIC","CDS",2401336,2403630,2295,"+","FIG00043765","PLF_326319_00000444","PGF_00019104",,764,,"Maltose phosphorylase (EC 2.4.1.8)","GO:0050082|maltose phosphorylase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2173",,,"PATRIC.313590.8.CP009301.CDS.2403644.2404249.rev","PATRIC","CDS",2403644,2404249,606,"-","FIG00638284","PLF_326319_00001892","PGF_08225224",,201,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2174",,,"PATRIC.313590.8.CP009301.CDS.2404411.2404980.rev","PATRIC","CDS",2404411,2404980,570,"-","FIG00930742","PLF_326319_00002392","PGF_05762060",,189,,"McbG-like protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2175",,,"PATRIC.313590.8.CP009301.CDS.2404982.2405872.rev","PATRIC","CDS",2404982,2405872,891,"-","FIG00638284","PLF_326319_00001893","PGF_08225224",,296,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2176",,,"PATRIC.313590.8.CP009301.CDS.2405883.2407238.rev","PATRIC","CDS",2405883,2407238,1356,"-","FIG00652086","PLF_326319_00000204","PGF_00427241",,451,,"FIG00652090: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2177",,,"PATRIC.313590.8.CP009301.CDS.2407238.2410483.rev","PATRIC","CDS",2407238,2410483,3246,"-","FIG01019534","PLF_326319_00000359","PGF_00001371",,1081,,"FIG01019539: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.214",,,"PATRIC.313590.8.CP009301.CDS.240812.241732.fwd","PATRIC","CDS",240812,241732,921,"+","FIG00653606","PLF_326319_00001791","PGF_08225224",,306,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2178",,,"PATRIC.313590.8.CP009301.CDS.2410486.2413827.rev","PATRIC","CDS",2410486,2413827,3342,"-","FIG00693525","PLF_326319_00001155","PGF_00000148",,1113,,"FIG00693527: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2179",,,"PATRIC.313590.8.CP009301.CDS.2413832.2417122.rev","PATRIC","CDS",2413832,2417122,3291,"-","FIG00638284","PLF_326319_00001894","PGF_08225224",,1096,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2180",,,"PATRIC.313590.8.CP009301.CDS.2417209.2418825.rev","PATRIC","CDS",2417209,2418825,1617,"-","FIG00005860","PLF_326319_00001433","PGF_04922998",,538,,"Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.215",,,"PATRIC.313590.8.CP009301.CDS.241741.242187.rev","PATRIC","CDS",241741,242187,447,"-",,"PLF_326319_00002765","PGF_01526953",,148,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2181",,,"PATRIC.313590.8.CP009301.CDS.2418845.2421982.rev","PATRIC","CDS",2418845,2421982,3138,"-","FIG00010771","PLF_326319_00001432","PGF_02755714",,1045,,"Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.216",,,"PATRIC.313590.8.CP009301.CDS.242211.243350.rev","PATRIC","CDS",242211,243350,1140,"-","FIG00654412","PLF_326319_00000248","PGF_00000031",,379,,"FIG00654422: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2182",,,"PATRIC.313590.8.CP009301.CDS.2422506.2423741.fwd","PATRIC","CDS",2422506,2423741,1236,"+","FIG01724594","PLF_326319_00000165","PGF_00427155",,411,,"FIG00648790: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2183",,,"PATRIC.313590.8.CP009301.CDS.2423753.2424283.fwd","PATRIC","CDS",2423753,2424283,531,"+","FIG00638284","PLF_326319_00002604","PGF_08225224",,176,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2184",,,"PATRIC.313590.8.CP009301.CDS.2424276.2424752.rev","PATRIC","CDS",2424276,2424752,477,"-","FIG01329865","PLF_326319_00000499","PGF_00400670",,158,,"Benzodiazepine receptor TspO",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2185",,,"PATRIC.313590.8.CP009301.CDS.2424845.2425927.fwd","PATRIC","CDS",2424845,2425927,1083,"+","FIG00001783","PLF_326319_00000269","PGF_00423613",,360,,"Diphosphomevalonate decarboxylase (EC 4.1.1.33)","GO:0004163|diphosphomevalonate decarboxylase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2186",,,"PATRIC.313590.8.CP009301.CDS.2425957.2426895.fwd","PATRIC","CDS",2425957,2426895,939,"+","FIG00009889","PLF_326319_00000797","PGF_02154390",,312,,"Phosphomevalonate kinase (EC 2.7.4.2)","GO:0004631|phosphomevalonate kinase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2187",,,"PATRIC.313590.8.CP009301.CDS.2426932.2427837.fwd","PATRIC","CDS",2426932,2427837,906,"+","FIG01376796","PLF_326319_00001385","PGF_00875089",,301,,"Similar to (S)-2,3-di-O-geranylgeranylglyceryl phosphate synthase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2188",,,"PATRIC.313590.8.CP009301.CDS.2427922.2428116.rev","PATRIC","CDS",2427922,2428116,195,"-","FIG00004100","PLF_326319_00000119","PGF_02049468",,64,,"Cold shock protein of CSP family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2189",,,"PATRIC.313590.8.CP009301.CDS.2428209.2428475.rev","PATRIC","CDS",2428209,2428475,267,"-","FIG00638284","PLF_326319_00001895","PGF_01526621",,88,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2190",,,"PATRIC.313590.8.CP009301.CDS.2428476.2428607.rev","PATRIC","CDS",2428476,2428607,132,"-",,"PLF_326319_00002657","PGF_01526906",,43,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2191",,,"PATRIC.313590.8.CP009301.CDS.2428620.2430368.rev","PATRIC","CDS",2428620,2430368,1749,"-",,"PLF_326319_00001096","PGF_06589185",,582,,"Aspartyl-tRNA synthetase (EC 6.1.1.12)","GO:0004815|aspartate-tRNA ligase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2192",,,"PATRIC.313590.8.CP009301.CDS.2430597.2431370.fwd","PATRIC","CDS",2430597,2431370,774,"+","FIG01320634","PLF_326319_00000741","PGF_00029424",,257,,"PROBABLE REMNANT OF A TRANSPOSASE GENE PROTEIN",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2193",,,"PATRIC.313590.8.CP009301.CDS.2431449.2432195.rev","PATRIC","CDS",2431449,2432195,747,"-","FIG00936885","PLF_326319_00001616","PGF_00066291",,248,,"Uroporphyrinogen-III synthase (EC 4.2.1.75)","GO:0004852|uroporphyrinogen-III synthase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2194",,,"PATRIC.313590.8.CP009301.CDS.2432224.2432880.rev","PATRIC","CDS",2432224,2432880,657,"-","FIG00649007","PLF_326319_00001896","PGF_08225224",,218,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2195",,,"PATRIC.313590.8.CP009301.CDS.2432989.2433711.fwd","PATRIC","CDS",2432989,2433711,723,"+","FIG00853556","PLF_326319_00000282","PGF_00423739",,240,,"Dolichol-phosphate mannosyltransferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.217",,,"PATRIC.313590.8.CP009301.CDS.243370.244362.rev","PATRIC","CDS",243370,244362,993,"-","FIG00638284","PLF_326319_00002113","PGF_08225224",,330,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2196",,,"PATRIC.313590.8.CP009301.CDS.2433714.2435054.fwd","PATRIC","CDS",2433714,2435054,1341,"+","FIG00000032","PLF_326319_00000213","PGF_00423378",,446,,"Dihydroorotase (EC 3.5.2.3)","GO:0004151|dihydroorotase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2197",,,"PATRIC.313590.8.CP009301.CDS.2435084.2435551.fwd","PATRIC","CDS",2435084,2435551,468,"+","FIG00638284","PLF_326319_00001810","PGF_01526583",,155,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2198",,,"PATRIC.313590.8.CP009301.CDS.2435548.2436537.rev","PATRIC","CDS",2435548,2436537,990,"-","FIG00651896","PLF_326319_00000246","PGF_00417297",,329,,"3-beta hydroxysteroid dehydrogenase/isomerase family protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2199",,,"PATRIC.313590.8.CP009301.CDS.2436661.2437956.fwd","PATRIC","CDS",2436661,2437956,1296,"+",,"PLF_326319_00001577","PGF_00063916",,431,,"Tyrosyl-tRNA synthetase (EC 6.1.1.1)","GO:0004831|tyrosine-tRNA ligase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2200",,,"PATRIC.313590.8.CP009301.CDS.2438054.2438503.rev","PATRIC","CDS",2438054,2438503,450,"-","FIG00638284","PLF_326319_00002179","PGF_08225224",,149,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2201",,,"PATRIC.313590.8.CP009301.CDS.2438585.2439562.rev","PATRIC","CDS",2438585,2439562,978,"-","FIG00675078","PLF_326319_00000832","PGF_00035091",,325,,"Possible acyl protein synthase/acyl-CoA reductase-like protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2202",,,"PATRIC.313590.8.CP009301.CDS.2439646.2441976.rev","PATRIC","CDS",2439646,2441976,2331,"-","FIG01526508","PLF_326319_00002361","PGF_01526765",,776,,"Extracellular nuclease",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2203",,,"PATRIC.313590.8.CP009301.CDS.2442173.2442856.fwd","PATRIC","CDS",2442173,2442856,684,"+","FIG01441931","PLF_326319_00000027","PGF_01534649",,227,,"Two-component transcriptional response regulator Fjoh_0544, OmpR family",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2204",,,"PATRIC.313590.8.CP009301.CDS.2442856.2443911.fwd","PATRIC","CDS",2442856,2443911,1056,"+","FIG00073301","PLF_326319_00000781","PGF_01233893",,351,,"Membrane anchored sensor signal transduction histidine kinase Fjoh_0543",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2205",,,"PATRIC.313590.8.CP009301.CDS.2445012.2445686.fwd","PATRIC","CDS",2445012,2445686,675,"+","FIG00002733","PLF_326319_00002294","PGF_06530721",,224,,"tRNA (guanine(46)-N(7))-methyltransferase (EC 2.1.1.33)","GO:0008176|tRNA (guanine-N7-)-methyltransferase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2206",,,"PATRIC.313590.8.CP009301.CDS.2445771.2446325.fwd","PATRIC","CDS",2445771,2446325,555,"+","FIG00649844","PLF_326319_00001811","PGF_00110956",,184,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.218",,,"PATRIC.313590.8.CP009301.CDS.244611.244745.fwd","PATRIC","CDS",244611,244745,135,"+","FIG00638284","PLF_326319_00001790","PGF_01526574",,44,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2207",,,"PATRIC.313590.8.CP009301.CDS.2446322.2446660.fwd","PATRIC","CDS",2446322,2446660,339,"+","FIG01379484","PLF_326319_00001037","PGF_07585394",,112,,"Methylated-DNA-[protein]-cysteine S-methyltransferase",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2208",,,"PATRIC.313590.8.CP009301.CDS.2446841.2447977.fwd","PATRIC","CDS",2446841,2447977,1137,"+","FIG00000519","PLF_326319_00001367","PGF_01212756",,378,,"Septum site-determining protein MinD",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2209",,,"PATRIC.313590.8.CP009301.CDS.2447980.2448222.fwd","PATRIC","CDS",2447980,2448222,243,"+",,"PLF_326319_00000679","PGF_10323639",,80,,"NifU-like domain protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2210",,,"PATRIC.313590.8.CP009301.CDS.2448256.2449308.fwd","PATRIC","CDS",2448256,2449308,1053,"+","FIG00018396","PLF_326319_00001464","PGF_01625234",,350,,"Thioredoxin reductase (EC 1.8.1.9)","GO:0004791|thioredoxin-disulfide reductase activity"
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.219",,,"PATRIC.313590.8.CP009301.CDS.244845.246401.fwd","PATRIC","CDS",244845,246401,1557,"+","FIG00010169","PLF_326319_00000645","PGF_00024314",,518,,"NAD(FAD)-utilizing dehydrogenase, sll0175 homolog",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2211",,,"PATRIC.313590.8.CP009301.CDS.2449337.2449669.fwd","PATRIC","CDS",2449337,2449669,333,"+","FIG00459778","PLF_326319_00000533","PGF_07425883",,110,,"Ferredoxin, 2Fe-2S",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2212",,,"PATRIC.313590.8.CP009301.CDS.2449694.2450587.rev","PATRIC","CDS",2449694,2450587,894,"-","FIG00514618","PLF_326319_00001897","PGF_08225224",,297,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2213",,,"PATRIC.313590.8.CP009301.CDS.2450917.2451363.fwd","PATRIC","CDS",2450917,2451363,447,"+","FIG00638284","PLF_326319_00001812","PGF_12783146",,148,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2214",,,"PATRIC.313590.8.CP009301.CDS.2451652.2452578.rev","PATRIC","CDS",2451652,2452578,927,"-","FIG00652664","PLF_326319_00001152","PGF_00427324",,308,,"FIG00652665: hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2215",,,"PATRIC.313590.8.CP009301.CDS.2452732.2453688.rev","PATRIC","CDS",2452732,2453688,957,"-","FIG00930220","PLF_326319_00001898","PGF_02588014",,318,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2216",,,"PATRIC.313590.8.CP009301.CDS.2453754.2454263.rev","PATRIC","CDS",2453754,2454263,510,"-","FIG01337044","PLF_326319_00002180","PGF_08225224",,169,,"hypothetical protein",
"Dokdonia sp. MED134","313590.8","CP009301","fig|313590.8.peg.2217",,,"PATRIC.313590.8.CP009301.CDS.2454274.2454591.rev","PATRIC","CDS",2454274,2454591,318,"-","FIG00009637","PLF_326319_00000742","PGF_06661068",,105,,"PaaD-like protein (DUF59) involved in Fe-S cluster assembly",
