gene_id	gene_name	product	kegg_pathway
MED134_08846	ogt	methylated DNA-protein cysteine methyltransferase	unspecified
MED134_08851	unspecified	beta-lactamase family protein	unspecified
MED134_08856	unspecified	hypothetical protein	unspecified
MED134_08861	unspecified	3'-5' exonuclease	unspecified
MED134_08866	gldL3	gliding motility protein GldL	unspecified
MED134_08871	unspecified	metallopeptidase family M36	unspecified
MED134_08876	unspecified	ABC transporter, ATP-binding protein	02024 Quorum sensing [PATH:dok02024]
MED134_08881	unspecified	hypothetical protein	unspecified
MED134_08886	unspecified	3-oxoacid CoA-transferase, B subunit	00650 Butanoate metabolism [PATH:dok00650],00280 Valine, leucine and isoleucine degradation [PATH:dok00280]
MED134_08891	unspecified	3-oxoacid CoA-transferase, A subunit	00650 Butanoate metabolism [PATH:dok00650],00280 Valine, leucine and isoleucine degradation [PATH:dok00280]
MED134_08896	unspecified	penicillin-binding protein 1A	00550 Peptidoglycan biosynthesis [PATH:dok00550],01501 beta-Lactam resistance [PATH:dok01501]
MED134_08901	gldH	gliding motility protein GldH	unspecified
MED134_08906	unspecified	hypothetical protein	unspecified
MED134_08911	unspecified	hypothetical protein	unspecified
MED134_08916	recA	protein RecA	03440 Homologous recombination [PATH:dok03440]
MED134_08921	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_08926	unspecified	hypothetical protein	unspecified
MED134_08931	unspecified	acyltransferase family protein	00561 Glycerolipid metabolism [PATH:dok00561],00564 Glycerophospholipid metabolism [PATH:dok00564]
MED134_08936	trpS	tryptophanyl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_08941	unspecified	6-pyruvoyl tetrahydrobiopterin synthase	00790 Folate biosynthesis [PATH:dok00790]
MED134_08946	unspecified	calcineurin-like phosphoesterase	00540 Lipopolysaccharide biosynthesis [PATH:dok00540]
MED134_08951	unspecified	alpha/beta hydrolase	unspecified
MED134_08956	recJ	single-stranded-DNA-specific exonuclease RecJ	03410 Base excision repair [PATH:dok03410],03430 Mismatch repair [PATH:dok03430],03440 Homologous recombination [PATH:dok03440]
MED134_08961	unspecified	hypothetical protein	unspecified
MED134_08966	unspecified	OsmC-like protein	unspecified
MED134_08971	unspecified	serine protease, subtilase family	unspecified
MED134_08976	unspecified	putative peroxidase-related enzyme	unspecified
MED134_08981	ileS	isoleucyl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_08986	unspecified	DnaK suppressor protein	unspecified
MED134_08991	unspecified	hypothetical protein	unspecified
MED134_08996	lspA	lipoprotein signal peptidase	03060 Protein export [PATH:dok03060]
MED134_09001	unspecified	two-component system response regulator	unspecified
MED134_09006	unspecified	two-component system sensor histidine kinase	unspecified
MED134_09011	unspecified	5-formyltetrahydrofolate cyclo-ligase	00670 One carbon pool by folate [PATH:dok00670]
MED134_09016	unspecified	succinylglutamate desuccinylase/aspartoacylase family protein	unspecified
MED134_09021	rimK	ribosomal protein S6 modification protein	unspecified
MED134_09026	unspecified	hypothetical protein	unspecified
MED134_09031	uvrC	excinuclease ABC, C subunit	03420 Nucleotide excision repair [PATH:dok03420]
MED134_09036	unspecified	patatin-like phospholipase	unspecified
MED134_09041	unspecified	hypothetical protein	unspecified
MED134_09046	pykF	pyruvate kinase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00620 Pyruvate metabolism [PATH:dok00620]
MED134_09051	unspecified	hypothetical protein	unspecified
MED134_09056	unspecified	two-component system sensor histidine kinase	unspecified
MED134_09061	rnc	ribonuclease III	unspecified
MED134_09066	fabF3	3-oxoacyl-(acyl-carrier-protein) synthase II	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_09071	acpP	acyl carrier protein	00061 Fatty acid biosynthesis [PATH:dok00061]
MED134_09076	purN	phosphoribosylglycinamide formyltransferase	00230 Purine metabolism [PATH:dok00230],00670 One carbon pool by folate [PATH:dok00670]
MED134_09081	unspecified	ribonuclease H-related protein	03030 DNA replication [PATH:dok03030]
MED134_09091	unspecified	PfkB family carbohydrate kinase	unspecified
MED134_09096	purF	amidophosphoribosyltransferase	00230 Purine metabolism [PATH:dok00230],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]
MED134_09101	sodA	superoxide dismutase	unspecified
MED134_09106	unspecified	UvrD/REP helicase	unspecified
MED134_09111	kbl	2-amino-3-ketobutyrate CoA ligase	00260 Glycine, serine and threonine metabolism [PATH:dok00260]
MED134_09116	unspecified	OmpA family protein	unspecified
MED134_09121	unspecified	putative DNA repair protein	unspecified
MED134_09126	unspecified	universal stress protein UspA	unspecified
MED134_09131	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_09141	unspecified	multidrug resistance protein	unspecified
MED134_09146	unspecified	cell volume regulation protein A	unspecified
MED134_09151	unspecified	metallo-beta-lactamase superfamily protein	unspecified
MED134_09156	unspecified	peptidase families S8 and S53	unspecified
MED134_09161	unspecified	peptidase family M1	unspecified
MED134_09166	unspecified	hypothetical protein	unspecified
MED134_09171	umuC	UmuC protein	unspecified
MED134_09176	umuD	UmuD protein	unspecified
MED134_09186	rnpA	ribonuclease P protein component	unspecified
MED134_09191	unspecified	peptidase family S41	unspecified
MED134_09196	unspecified	OmpA family protein	unspecified
MED134_09201	gldJ1	gliding motility protein GldJ	unspecified
MED134_09206	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_09211	rpiB	ribose 5-phosphate isomerase B	00030 Pentose phosphate pathway [PATH:dok00030],00051 Fructose and mannose metabolism [PATH:dok00051]
MED134_09221	unspecified	ribonuclease R	03018 RNA degradation [PATH:dok03018]
MED134_09231	unspecified	hypothetical protein	unspecified
MED134_09236	unspecified	LysE type translocator	unspecified
MED134_09241	folB	dihydroneopterin aldolase	00790 Folate biosynthesis [PATH:dok00790]
MED134_09246	unspecified	hypothetical protein	unspecified
MED134_09251	glnS	glutaminyl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_09256	unspecified	hypothetical protein	unspecified
MED134_09261	unspecified	hypothetical protein	unspecified
MED134_09266	unspecified	hypothetical protein	unspecified
MED134_09271	unspecified	hypothetical protein	unspecified
MED134_09276	unspecified	hypothetical protein	unspecified
MED134_09281	gltX	glutamyl-tRNA synthetase	00860 Porphyrin metabolism [PATH:dok00860],00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_09286	unspecified	fatty acid desaturase	00071 Fatty acid degradation [PATH:dok00071]
MED134_09291	unspecified	hypothetical protein	unspecified
MED134_09296	unspecified	hypothetical protein	unspecified
MED134_09301	gidA	glucose inhibited division protein A	unspecified
MED134_09306	unspecified	methyltransferase family protein	unspecified
MED134_09311	unspecified	outer membrane protein (OmpH-like)	unspecified
MED134_09316	unspecified	DNA polymerase III, delta' subunit	03030 DNA replication [PATH:dok03030],03430 Mismatch repair [PATH:dok03430],03440 Homologous recombination [PATH:dok03440]
MED134_09321	pgk	phosphoglycerate kinase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010]
MED134_09326	mltD	membrane-bound lytic murein transglycosylase D	unspecified
MED134_09331	unspecified	hypothetical protein	unspecified
MED134_09336	unspecified	hypothetical protein	unspecified
MED134_09341	tatA	twin arginine-targeting protein translocase, TatA/E family	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070]
MED134_09346	unspecified	peptidase family M23	unspecified
MED134_09351	unspecified	GH3 auxin-responsive promoter	unspecified
MED134_09356	unspecified	hypothetical protein	unspecified
MED134_09361	unspecified	hypothetical protein	unspecified
MED134_09366	gmd	GDP-D-mannose dehydratase	00051 Fructose and mannose metabolism [PATH:dok00051],00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]
MED134_09371	fcl	GDP-fucose synthetase	00051 Fructose and mannose metabolism [PATH:dok00051],00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541]
MED134_09376	unspecified	hypothetical protein	unspecified
MED134_09381	rfbX	polysaccharide biosynthesis protein	unspecified
MED134_09386	unspecified	glycosyl transferase group 1	unspecified
MED134_09391	unspecified	hypothetical protein	unspecified
MED134_09396	unspecified	O-antigen polymerase	00540 Lipopolysaccharide biosynthesis [PATH:dok00540]
MED134_09401	unspecified	glycosyl transferase group 1	unspecified
MED134_09406	wcaF	putative colanic acid biosynthesis acetyltransferase WcaF	00543 Exopolysaccharide biosynthesis [PATH:dok00543]
MED134_09411	unspecified	glycosyl transferase group 1	00543 Exopolysaccharide biosynthesis [PATH:dok00543]
MED134_09416	unspecified	NAD-dependent epimerase/dehydratase family protein	00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541],00523 Polyketide sugar unit biosynthesis [PATH:dok00523],00521 Streptomycin biosynthesis [PATH:dok00521],00525 Acarbose and validamycin biosynthesis [PATH:dok00525]
MED134_09421	unspecified	sugar transferase	unspecified
MED134_09426	unspecified	glycosyl transferase family 2	unspecified
MED134_09431	unspecified	endonuclease/exonuclease/phosphatase family protein	unspecified
MED134_09436	unspecified	AMP-binding enzyme	unspecified
MED134_09441	purD	phosphoribosylamine-glycine ligase	00230 Purine metabolism [PATH:dok00230]
MED134_09446	unspecified	hypothetical protein	unspecified
MED134_09456	unspecified	hypothetical protein	unspecified
MED134_09461	unspecified	hypothetical protein	unspecified
MED134_09466	unspecified	site-specific DNA-methyltransferase (adenine-specific)	unspecified
MED134_09471	unspecified	hypothetical protein	unspecified
MED134_09476	unspecified	glycosyltransferase family 9 (heptosyltransferase)	unspecified
MED134_09481	unspecified	2-nitropropane dioxygenase family protein	00910 Nitrogen metabolism [PATH:dok00910]
MED134_09486	unspecified	ABC transporter, ATP-binding protein	02010 ABC transporters [PATH:dok02010]
MED134_09491	unspecified	hypothetical protein	unspecified
MED134_09496	unspecified	flavodoxin reductase (ferredoxin-NADPH reductase) family 1	00360 Phenylalanine metabolism [PATH:dok00360]
MED134_09501	unspecified	hypothetical protein	unspecified
MED134_09506	unspecified	ABC transporter, ATP-binding protein	unspecified
MED134_09511	unspecified	hypothetical protein	unspecified
MED134_09516	unspecified	hypothetical protein	unspecified
MED134_09521	unspecified	hypothetical protein	unspecified
MED134_09526	unspecified	hypothetical protein	unspecified
MED134_09531	atpB	ATP synthase, A subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_09536	atpE	ATP synthase, C subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_09541	atpF	ATP synthase, B subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_09546	unspecified	ATP synthase F1, delta subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_09551	atpA	ATP synthase F1, alpha subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_09556	atpG	ATP synthase F1, gamma subunit	00190 Oxidative phosphorylation [PATH:dok00190]
MED134_09561	unspecified	transcription regulator, LuxR family	unspecified
MED134_09566	unspecified	hypothetical protein	unspecified
MED134_09571	unspecified	hypothetical protein	unspecified
MED134_09576	unspecified	polysaccharide biosynthesis protein	unspecified
MED134_09581	dut	deoxyuridine 5'-triphosphate nucleotidohydrolase	00240 Pyrimidine metabolism [PATH:dok00240]
MED134_09586	unspecified	nucleotidyl transferase	00541 O-Antigen nucleotide sugar biosynthesis [PATH:dok00541],00523 Polyketide sugar unit biosynthesis [PATH:dok00523],00521 Streptomycin biosynthesis [PATH:dok00521],00525 Acarbose and validamycin biosynthesis [PATH:dok00525]
MED134_09591	unspecified	hypothetical protein	unspecified
MED134_09596	unspecified	hypothetical protein	unspecified
MED134_09601	unspecified	peptidase family M23	unspecified
MED134_09606	unspecified	hypothetical protein	unspecified
MED134_09611	unspecified	general stress response protein CsbD	unspecified
MED134_09616	unspecified	acyl-CoA thioester hydrolase	unspecified
MED134_09621	unspecified	hypothetical protein	unspecified
MED134_09626	dprA	Smf protein DNA processing chain A	unspecified
MED134_09631	unspecified	hypothetical protein	unspecified
MED134_09636	unspecified	hypothetical protein	unspecified
MED134_09641	unspecified	hypothetical protein	unspecified
MED134_09646	nadD	nicotinate-nucleotide adenylyltransferase	00760 Nicotinate and nicotinamide metabolism [PATH:dok00760]
MED134_09651	unspecified	HopJ type III effector protein	unspecified
MED134_09656	gmk	guanylate kinase	00230 Purine metabolism [PATH:dok00230]
MED134_09661	unspecified	hypothetical protein	unspecified
MED134_09666	unspecified	hypothetical protein	unspecified
MED134_09671	unspecified	hypothetical protein	unspecified
MED134_09676	unspecified	hypothetical protein	unspecified
MED134_09681	unspecified	endonuclease IV	unspecified
MED134_09686	unspecified	hypothetical protein	unspecified
MED134_09691	unspecified	oxidoreductase family protein	unspecified
MED134_09696	unspecified	major facilitator superfamily permease	unspecified
MED134_09701	unspecified	xylose isomerase	unspecified
MED134_09706	betA	choline dehydrogenase	unspecified
MED134_09711	unspecified	hypothetical protein	unspecified
MED134_09716	unspecified	xylose isomerase-like protein	unspecified
MED134_09721	ftsX	cell division protein FtsX	02010 ABC transporters [PATH:dok02010]
MED134_09726	unspecified	hypothetical protein	unspecified
MED134_09731	bacA	undecaprenyl-diphosphatase	00550 Peptidoglycan biosynthesis [PATH:dok00550],00552 Teichoic acid biosynthesis [PATH:dok00552]
MED134_09736	truB	tRNA pseudouridine synthase B	unspecified
MED134_09741	unspecified	hypothetical protein	unspecified
MED134_09746	unspecified	hypothetical protein	unspecified
MED134_09751	tag	DNA-3-methyladenine glycosidase I	03410 Base excision repair [PATH:dok03410]
MED134_09756	aat	leucyl, phenylalanyl-tRNA-protein transferase	unspecified
MED134_09761	unspecified	hypothetical protein	unspecified
MED134_09766	unspecified	hypothetical protein	unspecified
MED134_09771	unspecified	hypothetical protein	unspecified
MED134_09781	unspecified	hypothetical protein	unspecified
MED134_09786	unspecified	hypothetical protein	unspecified
MED134_09791	osmC	osmotically inducible protein C	unspecified
MED134_09796	unspecified	hypothetical protein	unspecified
MED134_09801	unspecified	peptidoglycan-associated lipoprotein	unspecified
MED134_09806	unspecified	major facilitator superfamily protein	unspecified
MED134_09811	unspecified	aldehyde dehydrogenase family protein	00310 Lysine degradation [PATH:dok00310]
MED134_09816	haaO	3-hydroxyanthranilate 3,4-dioxygenase	00380 Tryptophan metabolism [PATH:dok00380]
MED134_09821	unspecified	hypothetical protein	unspecified
